-3.775456370195345634e+00,-1.127468966611585088e+01,-2.807175455801963260e+00,-2.375479452274356085e+00,-4.063280635014018927e+00,-6.141090024407459325e+00,-1.227755856631369014e+01,-5.017553371920695504e+00,-5.811740661820770093e+00,-5.039677168368125848e+00,-6.582571308234583363e+00,-6.937743895247678871e+00,-7.812000363837841022e+00,-4.985049416675818357e+00,-8.943262829740351805e+00,-1.976653042700065477e+00,-3.213307256204836815e+00,-4.788809046463126329e+00,2.833458425136825554e-02,-5.134865676112548627e+00,-3.309248669282805810e+00,-3.793535014986247234e+00,-7.105185448828680528e+00,-7.847223164474401713e-01,-1.195149987248224122e+01,-2.189075130097089072e+01,-9.093521162108217482e+00,-6.112625781269811931e+00,-4.721647591686377154e+00,-7.323336090099208384e+00,-4.658609762482340599e+00,-5.975383691897281579e+00,-5.668760410917363046e+00,-7.011407286888818646e+00,-5.224783223434360302e+00,-1.300854944819127468e+01,-1.995759279470755043e+00,-7.180741857021126329e+00,-1.940108720104733564e+00,-3.037838533851748846e+00,-5.985396982023323709e+00
-5.109185867309739670e+00,-1.235281449346417659e+01,-2.836500319748463728e+00,-2.686215104366727502e+00,-5.216791388377617800e+00,-6.172590490098856186e+00,-1.087786927468120268e+01,-5.014419543058190598e+00,-5.862908922074810292e+00,-4.544830703187675347e+00,-6.974291232011190722e+00,-5.836640959137096907e+00,-8.046124645222993976e+00,-5.017703408125194109e+00,-8.938988646301986307e+00,-2.172729307389076325e+00,-2.212879815851331866e+00,-4.179227736292491002e+00,-9.728384734133754819e-02,-6.949079315136360790e+00,-3.498079628240868377e+00,-3.851923310166971870e+00,-7.257092873398237387e+00,-1.854212741053382629e-01,-1.199164883887121213e+01,-2.533854673622322551e+01,-9.308641715105471448e+00,-7.064384398667745479e+00,-3.838347165652593596e+00,-7.290414299623557248e+00,-3.817678983120441405e+00,-6.135588508525079199e+00,-5.568364413537481461e+00,-7.071286716474453726e+00,-3.236347167781869594e+00,-1.306710970470409272e+01,-2.159017591852931073e+00,-7.275047676806109642e+00,-2.009076880085912009e+00,-3.024327054929695446e+00,-6.119042453818148708e+00
-5.063831635241792029e+00,-1.335345873681507101e+01,-2.795062675243447536e+00,-1.834707871932550916e+00,-5.149562146900887427e+00,-5.251249617103329825e+00,-1.008885397123945005e+01,-5.929502028777041467e+00,-5.751667166582597801e+00,-3.201927433339537998e+00,-6.990500983932653511e+00,-6.663930806774544635e+00,-8.034740982296767697e+00,-5.003740134753638991e+00,-9.899326914129998656e+00,-1.172414766283070620e+00,-2.131140470894484995e+00,-5.354158969176367577e+00,-1.057538270505629985e+00,-6.908428947120914820e+00,-1.730395428787285361e+00,-4.790729008457811133e+00,-8.232352416286385477e+00,-1.311699760398452597e-01,-1.105026990593538727e+01,-2.463545812622299991e+01,-9.260013345623399061e+00,-7.036636110517278553e+00,-3.813029754178924424e+00,-7.230442502886313960e+00,-3.950464919393548602e+00,-6.319968088542325724e+00,-5.574627005035959648e+00,-7.058187662588709443e+00,-3.243638733555811005e+00,-1.301377096913357434e+01,-2.105553223590599821e+00,-7.257763619857596993e+00,-1.970883374058957305e+00,-2.985570312322179731e+00,-6.066014512657226021e+00
-5.183475971473198385e+00,-1.345162201766376242e+01,-2.791623738017236622e+00,-1.895896820539523908e+00,-5.197488403398927481e+00,-6.195370629298841081e+00,-9.968158642352086929e+00,-5.939064983464310110e+00,-4.935032181707061483e+00,-2.795725154338469132e+00,-6.605549917237376611e+00,-6.811712812884302082e+00,-8.045223099023740332e+00,-5.006681195759409952e+00,-8.913711868069118083e+00,-1.212241029686491167e+00,-2.172427997137420075e+00,-4.158389269453744319e+00,-1.012014221621480914e+00,-6.866592093726382018e+00,-1.831720302242737297e+00,-6.980333259702778292e+00,-8.200010529859346420e+00,-1.856404919377085960e+00,-1.128182891603564819e+01,-2.460067474672324295e+01,-9.277371374995665221e+00,-7.185705905153453976e+00,-3.883168114102799162e+00,-7.302320796969494765e+00,-3.919927771147641682e+00,-6.297515862460054237e+00,-4.727929824882690646e+00,-7.106865895253430487e+00,-1.138743226910901463e+00,-1.301044008267457031e+01,-2.079732705921625513e+00,-7.252140427588029681e+00,-1.986177759435021617e+00,-2.946989834155997023e+00,-6.120408661438995424e+00
-5.083054992172361786e+00,-1.329680229163970928e+01,-2.675521356499237058e+00,-1.697295534168915765e+00,-5.018579176896037275e+00,-7.116408493949237801e+00,-9.797459856873453887e+00,-5.897138949034140154e+00,-6.703794428070838585e+00,-2.128021269001444615e+00,-6.992263022073075263e+00,-6.655767642059105427e+00,-7.972681062656784334e+00,-4.946035397881710871e+00,-9.796591611993836324e+00,-9.862029148297155601e-01,-2.998785729044956661e+00,-3.744526619379401566e+00,-8.644748389443499548e-01,-6.758585595214650077e+00,-1.930597897026352427e+00,-6.741053972184369414e+00,-9.113237851249397892e+00,-9.093987218343260182e-01,-1.209990096948187599e+01,-2.502995327423726479e+01,-8.216717505396912813e+00,-7.001392511731785895e+00,-3.739830992920712305e+00,-7.259586843490868802e+00,-5.822303622672531986e+00,-6.001426944649729478e+00,-4.738416678435697804e+00,-7.025840266582158655e+00,-1.305213448661920683e+00,-1.306312349549573959e+01,-1.977867041392971537e+00,-7.183996567357243457e+00,-1.912178712835306715e+00,-2.846924989666768990e+00,-6.021011260431051504e+00
-6.139598001172260844e+00,-1.327604198042179640e+01,-1.653201342776402960e+00,-1.602132553468977427e+00,-5.047847935729506297e+00,-7.047577907500742533e+00,-9.980345736949132629e+00,-5.961611113756289271e+00,-6.716800688870261382e+00,-1.414146645215883069e+00,-7.463108479276678864e+00,-6.631108690384208693e+00,-6.999191599865256741e+00,-4.987978744865221969e+00,-9.819579013757037345e+00,-9.523132663685922594e-01,-2.985654185155230955e+00,-3.844725889159563703e+00,-7.987629493281622750e-01,-6.874122209958239083e+00,-2.306922870888467259e+00,-6.763236460106249126e+00,-6.923039372466507579e+00,-8.770099962418740347e-01,-1.114458174229449661e+01,-2.413079225773768854e+01,-8.353445933591476802e+00,-6.972456519668417840e+00,-3.783043204833453910e+00,-7.316424750520729603e+00,-5.758283508587294541e+00,-6.048271200326449382e+00,-4.748754306809255255e+00,-7.102421203251474857e+00,-1.407908425109200667e+00,-1.307549929396865984e+01,-2.084116730614640201e+00,-7.240197420836603115e+00,-1.947174182862570824e+00,-2.869573944259064646e+00,-5.988681825899076827e+00
-6.061123196670922475e+00,-1.330762847454651876e+01,-1.582917616368368918e+00,-7.501876523443922196e-01,-4.987049854876258514e+00,-7.120871313603591268e+00,-9.736765483867717563e+00,-5.961635994875993383e+00,-6.858571459832934814e+00,-4.981138866127423626e-01,-6.583393585762818745e+00,-6.673464770575652238e+00,-6.030721914289038921e+00,-5.937237966877223272e+00,-1.212473781175992471e+01,-9.467691001683906649e-01,-4.044112130837782537e+00,-1.476565246996690561e+00,-8.202713376361638886e-01,-7.008072798850404794e+00,-2.438072178737946238e+00,-6.695791957659555038e+00,-6.858010701625226524e+00,-9.442771662783746578e-01,-1.111482481916001319e+01,-2.525098442306176949e+01,-8.261303567064764763e+00,-7.128085974960219673e+00,-3.748012876538800331e+00,-7.338314314061524790e+00,-5.642731403690619985e+00,-5.914777760580715693e+00,-4.793928012654690818e+00,-7.056092074086587118e+00,-1.577019151403705521e+00,-1.303336098813272947e+01,-2.034532274366092075e+00,-7.240920409897334764e+00,-1.906930047147042728e+00,-2.893940850081635929e+00,-5.966972562602734342e+00
-7.026777196566220240e+00,-1.332119260636127756e+01,-1.659086381990820591e+00,-7.753275503351231279e-01,-5.129033170453176638e+00,-8.187666677759183997e+00,-1.029414041645176425e+01,-5.998448544521465919e+00,-6.897955371044625750e+00,-1.570799609785523465e+00,-6.646846521988771350e+00,-6.898455826518939737e+00,-6.097773797048247957e+00,-5.955325160968678588e+00,-1.002017600794436447e+01,-9.645202321913455279e-01,-4.043974051869774655e+00,-3.637617377814024167e-01,-8.467745090701574995e-01,-6.925557683955354982e+00,-1.145720887070493355e+00,-6.778953312978708290e+00,-7.994537977067315282e+00,-2.999245905210941032e-01,-1.118364110306544745e+01,-2.486911911895982286e+01,-8.275002231420293342e+00,-6.201103013277018405e+00,-3.776802794531926022e+00,-8.265552390748718281e+00,-5.674263542184348807e+00,-5.961171915954006195e+00,-3.941734155456602551e+00,-7.060663371173572678e+00,-1.507802705391755094e+00,-1.309331289419237976e+01,-2.137540970504495430e+00,-7.296911168297721240e+00,-1.877872066810354124e+00,-2.047728331076164920e+00,-5.969806194701090973e+00
-7.071551103667585991e+00,-1.424955387517650784e+01,-1.682529781501724386e+00,-1.859965002608213069e+00,-4.977665580740101348e+00,-8.108355384987955716e+00,-1.002961400839167716e+01,-5.945671750116632737e+00,-6.890424800895734059e+00,-5.851936732440261579e-01,-4.248034769819443390e+00,-7.899210165180676313e+00,-6.076886026699772181e+00,-5.941128059004865847e+00,-1.097368225640233064e+01,-9.833370236782146279e-01,-3.987292103611173921e+00,-8.801612486739678332e-01,-8.210479263917842552e-01,-6.892822654697443596e+00,-2.371292855629405505e+00,-6.515916828525281090e+00,-1.023358430023829335e+01,-1.075371300445995715e+00,-1.122030933274693609e+01,-2.341232681277422145e+01,-8.255308437143726863e+00,-6.322920106488226999e+00,-4.891434095419642247e+00,-8.113166188176460736e+00,-5.614121321542011600e+00,-5.903439226331143708e+00,-3.704971755592756377e+00,-7.045811355067181481e+00,-2.596746247683738851e+00,-1.303346062311192632e+01,-2.054792086419966246e+00,-7.298502583939880495e+00,-1.751367352545966760e+00,-1.939946615663790119e+00,-5.964403487784010416e+00
-7.053144855392440959e+00,-1.132919078075401487e+01,-1.831708161542839886e+00,-9.588917909852652244e-01,-4.980750470687066667e+00,-8.110078840081405005e+00,-1.027400619112233215e+01,-5.034797154178717093e+00,-6.987104702936308698e+00,-3.664395563021649593e-02,-5.948547986929222375e+00,-6.789674055514446138e+00,-5.181630175150711892e+00,-6.000046715364598882e+00,-1.099336098245836268e+01,-9.781288006644413002e-01,-4.058150442927278334e+00,-1.001426737433962266e+00,-2.194949957687599706e-01,-6.923136461966957533e+00,-2.187776636431992827e+00,-6.604969903861960034e+00,-1.025773812567690335e+01,-1.096273794213100672e+00,-1.130368291649484647e+01,-2.357436573675610703e+01,-8.297423274873681365e+00,-6.278362584973760541e+00,-4.974101563018768601e+00,-8.228958447066323956e+00,-5.694737080277969987e+00,-5.849087323498984858e+00,-4.658549632246554495e+00,-7.078282409491453819e+00,-2.671977091911184488e+00,-1.304552536604003699e+01,-2.079777432336781473e+00,-7.326523658221674395e+00,-1.831399787670065393e+00,-2.031512914579303164e+00,-5.994759661879147217e+00
