-4.635694221763871248e+00,-1.467565408666281712e+01,-1.511556722448195167e-01,-3.727498930142586708e+00,-1.276802277933382967e+00,-1.133103017786661582e+01,-2.071285682897596736e+00,-7.690318719649640755e+00,-8.826538802688922658e+00,-4.928483330888416170e+00,-3.023177223242310419e-01,-1.884583554558836749e+00,-4.183166850585131158e+00,-8.635124844943407041e-01,-2.001658483894862783e+00,-3.781018575441076557e+00,-5.662416789430421815e+00,-1.036476666844884953e+01,-7.824206052803130085e+00,-4.698807440276508984e+00,-5.639524224084876636e+00,-2.704417165775883536e+00,-2.240129981674367166e+00,-7.277823683141655842e+00,-1.339361423017499497e+00,-9.506126522349127583e+00,-2.245423471108222380e+00,-1.179406634721206881e+00,-2.091804791977711186e+00,-1.377706391320092649e+00,-1.016069082890398434e+00,-4.733413249032340175e+00,-4.175756391376766352e+00,-1.989459708184861952e+00,-3.863363508505479604e+00,-5.255803624602067181e+00,-4.788655995225399309e+00,-2.633164966449608180e+00,-3.092994667618174987e+00,-1.588022798482739972e-01,4.546971851279524302e-02,6.178605282736038262e-02,-8.763546296879920483e-02,-1.837641201529831569e-01,9.153386075351210849e-04,-9.782204057655552454e-01,-3.065710970959385495e-01,-9.910925804494379321e-01,-1.863857183195487544e+00
-4.722015622784518030e+00,-1.472740393325698349e+01,-2.662180456398020034e-01,-3.879403044290694602e+00,-1.396070226461011643e+00,-9.630975139279765784e+00,-2.168499461158060804e+00,-7.804909861426886586e+00,-8.697861988690410939e+00,-4.914352611201521448e+00,-4.142130657145157713e-01,-2.020561268435641100e+00,-4.210212784482056492e+00,-1.007211179251714661e+00,-2.124344862154476488e+00,-3.885353452594325852e+00,-6.838351526501764255e+00,-9.565030813581621771e+00,-7.934169150687674588e+00,-4.776953547578782100e+00,-5.736214061624874461e+00,-2.872292037057375680e+00,-2.272111436509454130e+00,-5.128006656242884986e+00,-7.384067767284800965e-01,-7.885078262521110659e+00,-3.363808031230696827e+00,-2.616642279774849644e+00,-3.061190766793802087e+00,-1.507291731737770757e+00,-1.074740718004641771e+00,-4.812497645265492174e+00,-4.268374699048335330e+00,-1.183826178428382114e+00,-3.803419901364804012e+00,-4.637507915043340034e+00,-2.960372810936776844e+00,-2.839221064386211690e+00,-1.788857075690922116e+00,-2.003954832080077075e-01,-2.668011314793172772e-02,-1.173757359103966280e-03,-1.124506337638497833e-01,-6.199992739128967756e-02,-6.924171139306234402e-02,-1.063679669160406682e+00,-3.709164578608756813e-01,-1.796859650414907250e+00,-1.860509851215431887e+00
-4.630191431269275348e+00,-1.472515500044402259e+01,-2.979304092055183872e-01,-3.880965171370185818e+00,-7.201631445360145989e-01,-9.527706471200483307e+00,-2.197293055073075596e+00,-7.823533776222975966e+00,-7.764414024849665807e+00,-5.931436919671021712e+00,-4.526997169254096676e-01,-2.040057189335061860e+00,-4.221253706394080041e+00,-1.132632937791249184e+00,-2.159998399839939687e+00,-3.661555552009619241e+00,-7.859599764530069699e+00,-9.271916666357128634e+00,-7.924903873877360283e+00,-4.831601714310789220e+00,-5.753185497028101558e+00,-2.873959227090094437e+00,-2.177723283872307292e+00,-8.442765976252779581e-01,-7.184324952380061191e-01,-4.663002473247635393e+00,-3.350511908909409975e+00,-4.597333522495763880e+00,-3.128057721060754304e+00,-1.561557562283367062e+00,-1.028732778840239170e+00,-5.605683997331889046e+00,-4.285131328040889365e+00,-1.251264795901355420e+00,-2.878265604554062218e+00,-4.643891994246640564e+00,-2.115981163558558364e+00,-5.339641795340925867e-01,-1.504392603601553802e+00,-2.216285994847448926e-01,-3.248138425822144626e-02,3.761543282834178825e-03,-1.199638901329256324e-01,-5.966076339951609242e-03,-7.927117020853180485e-02,-1.071725939703612074e+00,-3.185226951836357401e-01,-1.817713729281497770e+00,-1.904818065698381524e+00
-4.720733369323492745e+00,-1.473415365872339677e+01,-2.326782770583397664e-01,-4.821321004969646218e+00,-6.704174319948412730e-01,-9.529113491726938889e+00,-2.120801559127705183e+00,-7.817185655842828318e+00,-7.767574412759271851e+00,-5.898118086978564101e+00,-3.738983140425027329e-01,-4.055467315948337870e+00,-4.051655540860616966e+00,-1.790540888431676692e+00,-2.100440273952723480e+00,-3.835243098410070495e+00,-7.640631096707486414e+00,-9.299708929404399527e+00,-6.931974605876323636e+00,-3.925500169793178618e+00,-5.696853005692722682e+00,-2.694307046069734035e+00,-2.683383846103696513e+00,-3.869101681510924706e+00,-5.418857595285508921e-01,-1.798505726827841045e+00,-2.212163431614225129e+00,-4.175957708823634817e+00,-2.978556611265472664e+00,-3.079573588048244659e+00,-1.249838635269292730e+00,-5.372206288614024494e+00,-4.216941862138029684e+00,-3.612913558282855320e-01,-3.831106818148885651e+00,-4.538324618665723342e+00,-1.474904901610802455e+00,-5.996990974359199811e-01,-1.144528625855658177e+00,-2.411685341421798690e-01,3.211953712152659790e-03,7.664010085396055771e-02,-7.100110116116997716e-02,1.777984548537903109e-02,-4.049269745182026981e-02,-1.027996737524612403e+00,-2.561046062586127547e-01,-2.516306678896143012e+00,-1.858815779743067331e+00
-4.414060888735449772e+00,-1.457241685027564415e+01,-1.278714701942065268e-01,-4.636818655100695352e+00,-6.313754215870712727e-01,-9.440325251536435758e+00,-2.035026897388563238e+00,-7.712669226697724589e+00,-7.738685280663386123e+00,-5.745384351020375036e+00,-9.539255866402323036e-01,-3.878295893950738815e+00,-4.000668689650424881e+00,-2.578052516389222948e+00,-2.012781602507230261e+00,-2.573643467126023765e+00,-1.032450821692176390e+01,-9.108599359235881820e+00,-6.858022079112466862e+00,-3.772069486834787266e+00,-5.640165754426543998e+00,-4.644821857292402711e+00,-3.351095077799279842e+00,-3.021970139780996156e+00,-5.231348261727895022e-01,-1.364534280223223650e+00,-2.026470278424770566e+00,-4.113106237251814790e+00,-2.799677346295052605e+00,-2.946061721280463619e+00,-1.882784874940798936e+00,-3.629574416088276578e+00,-4.101086534078770107e+00,-2.949128172755148825e-01,-3.760726560623622206e+00,-2.556009118951667602e+00,-7.407663996187769939e-01,-1.222663597849010131e+00,-1.583917773160974818e+00,-2.157848728229119217e-01,5.729552804404081101e-02,1.560971074120538482e-01,-3.491925596223754980e-02,2.848650899544491466e-02,1.920960967827767263e-02,-9.614746876977902090e-01,-2.363844463618001157e-01,-2.434336080986821749e+00,-1.888757701784121501e+00
-4.423913048427882799e+00,-1.473858030001294495e+01,-9.870887958956267028e-01,-4.788338420372864945e+00,-6.263098686384980240e-01,-9.642628096962400974e+00,-2.924014930704829318e+00,-7.822232064743527502e+00,-7.727030199890798201e+00,-5.761899523803346135e+00,-9.853085967453845129e-01,-3.880596907350775560e+00,-4.035918208222107673e+00,-2.695528226950358874e+00,-1.997087095236894427e+00,-2.892380279322716241e+00,-9.223680580700552412e+00,-6.577988973514970361e+00,-6.846354438876964821e+00,-3.789040251352985056e+00,-5.649408557053094526e+00,-3.747437806073203426e+00,-4.071110991214039743e+00,-2.097621838596909427e+00,-4.086413835328768229e-01,-3.542850592503743457e-02,-2.022233235751015101e+00,-1.808959370667975630e+00,-3.933145451005657378e+00,-3.998696032700663316e+00,-1.834159845762121765e+00,-3.775917002767992692e+00,-4.154348861764483480e+00,-2.987608409053219560e-01,-3.866943374082859819e+00,-2.723177817696945890e+00,-7.874267972952049277e-01,-2.059602162262770264e+00,-1.750886707830535016e+00,-1.892387663819534716e-01,4.540579646092579580e-02,1.352644847893462732e-01,-4.662607756270831239e-02,-1.230556789893624270e-01,6.381697100257488486e-03,-9.748732297085056508e-01,-2.391781318384964550e-01,-2.415081355974516342e+00,-1.824201418685314824e+00
-4.492971522915691907e+00,-1.461583052248631631e+01,-1.891192100525103559e+00,-4.548246806782608509e+00,-4.476874542864921480e-01,-9.549921584590897794e+00,-2.788399726927197619e+00,-9.508984085483170645e+00,-6.833004352252344482e+00,-6.610863153084284072e+00,-8.802499612632921355e-01,-3.741352948216798424e+00,-3.915207696290057715e+00,-2.571301101196782124e+00,-1.869947974021559212e+00,-2.805648467286254721e+00,-8.040596082212758233e+00,-5.445097711357979264e+00,-6.738842482816475687e+00,-3.736884090510166345e+00,-5.640673513777707093e+00,-2.924451776448146134e+00,-4.199706973188965797e+00,-2.196408735815131408e+00,-2.044467442663631118e-01,-2.356469019036477874e-01,-1.156234906495162917e+00,-1.300651362078480311e+00,-4.810205213205625441e+00,-3.799388626195619345e+00,-1.773857562254369302e+00,-3.593157875494681797e+00,-3.990635961135565957e+00,-2.537918290422602752e-03,-3.867069991209887370e+00,-9.015784728699154371e-01,-2.659275388511538107e+00,-1.901767786178264252e+00,-1.725960956788009426e+00,-1.461132617826916835e-01,1.213732462050511884e-01,2.423358826394830245e-01,-2.272671096527867363e-02,-3.888314955243270532e-01,8.605130231514723782e-02,-8.845613506424232497e-01,-1.592437802028938698e-01,-1.497538758555835514e+00,-1.685555327852293672e+00
-4.570881257211039994e+00,-1.465912613792025709e+01,-1.949403923650204984e+00,-4.695019876055075869e+00,-5.415040659190788475e-01,-1.055855842560539415e+01,-2.019357672818410609e+00,-1.118828825901010049e+01,-6.804328930721909252e+00,-4.684501494444224257e+00,-4.005499196758705693e+00,-3.791517764378526056e+00,-3.936414156305629852e+00,-2.737558421594777691e+00,-1.215844134329100434e+00,-1.904063997920397711e+00,-8.184145640424640433e+00,-5.678759899380110276e+00,-6.720748424935150567e+00,-3.705754458177701771e+00,-4.859823997574405752e+00,-3.763737613427507789e+00,-3.416887046244408310e+00,-1.164209338504226032e+00,-2.634601311488768971e-01,-3.231300908835121888e-02,-1.183537125479364072e+00,-1.647426483189427859e+00,-5.853044925392144826e+00,-5.493094389255972487e-01,-1.668628902359267308e+00,-1.796401037210512364e+00,-4.097065910164225500e+00,-3.031261450502142907e-02,-3.795629888846845823e+00,-2.257403759611618099e-01,-1.940314222641702280e+00,-4.956823229017418342e+00,-1.034569257953149801e+00,-2.844819200241146540e-01,5.829735674905611731e-02,1.609647432637002495e-01,-3.797206872590153104e-02,-1.844541678047550981e-01,1.654593897077805131e-02,-9.598830380420748654e-01,-2.471721433048617023e-01,-1.493928817691648092e+00,-1.726200133598175590e+00
-3.515608014119399716e+00,-1.458764715014998359e+01,-1.776015280921056760e+00,-4.542668322276607107e+00,-4.277561261670612680e-01,-9.419577969932399597e+00,-3.849759261781949604e+00,-1.123371027260517963e+01,-6.761780356299610162e+00,-4.679133871613464279e+00,-3.633584823862412883e+00,-3.694198798177629861e+00,-3.832209118856666485e+00,-2.533495066933761919e+00,-2.670742435843135976e+00,-9.425943876543074751e-01,-8.209458466009140309e+00,-3.880752291374856000e+00,-6.675829194023159552e+00,-3.812576347712492097e+00,-5.029963125102662858e+00,-3.707118541038336268e+00,-5.073401094024635682e+00,-2.006718358736281793e+00,-2.172958282233476979e-01,-1.137141258155716095e-01,-1.105891191629451598e+00,-1.480013958995203716e+00,-7.850390365994524444e+00,-2.018445695607039347e+00,-1.648881699985214055e+00,-2.385060262738676329e-01,-3.961344028586751609e+00,-1.513855876765773267e+00,-3.704454935144688044e+00,-3.586090170998179616e-02,-3.465154385626485478e+00,-4.580293355010658374e+00,-6.344770863303583752e-01,-1.639777341633523733e-01,1.239029958980917279e-01,2.533815090317035335e-01,7.653511994820894060e-03,-2.627212220810366539e-01,8.971232058532807585e-02,-8.796893182951719403e-01,-1.079841814455604343e-01,-6.152275246996214975e-01,-9.043474694691608917e-01
-2.181318728485672764e+00,-1.502630027572362437e+01,-2.260175516240985338e-01,-5.888793983301371604e+00,-5.666801945045207844e-01,-8.617277154468098388e+00,-7.090176589127770157e-01,-9.771769195933693197e+00,-7.956639939013485652e+00,-5.855197816815589817e+00,-3.728147249949035569e+00,-3.914884370517421885e+00,-3.936998348392690694e+00,-2.730363871863279002e+00,-2.003440186069400664e+00,-1.113807707759459475e+00,-8.847806389770909163e+00,-4.904529349349457057e+00,-5.729885882416762222e+00,-4.096717399866113496e+00,-3.986684021180947113e+00,-3.478435493276656576e+00,-4.267564983418334457e+00,-6.699442543522198257e+00,-1.101742744155171927e+00,-1.023238424836558025e+00,-1.313725984400834434e+00,-7.948947026879338296e-01,-6.763436822530123571e+00,-2.171082278299348189e+00,-3.807797387995672800e+00,-4.832290611087728394e-01,-4.198515983903609694e+00,-9.809776677773243136e-01,-4.045454594356341360e+00,-3.085726136133395414e-01,-2.786216046934721913e+00,-2.785301766617245267e+00,-3.501030281680860057e+00,-3.619798552734199149e-01,-1.156231794542073033e-02,5.282209467110066115e-02,-5.315108339206298105e-02,-1.847789027926705074e-02,-5.310044085090903643e-02,-1.043395714943543329e+00,-2.431230397981223312e-01,-1.727130792669800741e+00,-1.157563264169924722e+00
