6.485269655171492786e-01,1.692472467681085391e-01,3.551946581774174660e-01,3.118442754221888435e+00,1.661398459472849254e-01,7.718497396841428326e-01,1.107984070615728456e-01,4.796554665944725571e-01,5.710452706859641125e-01,7.303012673266664478e-01,6.260632935828738255e-01,9.313582792690304757e-01,1.415235075868423564e+00,2.581357709287956936e-01,2.292637832026009903e-01
8.050510086332423043e-01,3.098522814040265416e-01,9.101762474432462113e-02,3.724596471013271071e+00,1.050610245043301916e-01,9.146892781158015850e-01,2.059020433296723240e-01,6.249847391300207278e-01,9.712447359613278763e-01,9.412347706717554274e-01,7.790416070208721067e-01,3.180725500315269016e-01,5.786389822753790213e-01,3.344014613271539815e-01,2.755714951432040039e-01
1.006300722389340763e+00,3.645968835377573214e-01,1.432124188337553505e-01,3.645111247654952535e+00,4.485198464199413593e-02,1.108016076181755238e+00,2.974199469913223481e-01,7.515943761328962580e-01,3.254291007643018929e+00,1.218805512352830078e+00,9.874310008051025989e-01,8.925304205420125925e-01,8.193783555444724698e-01,4.244621425173846774e-01,3.131786872871344940e-01
9.380458720854392141e-01,4.657951247700538033e-01,2.313538831444361676e-03,3.142758558084373988e+00,9.858267983494783948e-02,1.048384526360194968e+00,2.279545575702073279e-01,6.756174852146656917e-01,9.420433771878649054e-01,1.127382854820439206e+00,9.100483833544785739e-01,8.677067061770742384e-01,8.166697113880445613e-01,3.704418841687768804e-01,2.210569099192163378e-01
5.138055015287655181e+00,5.427030711675499219e+00,9.488322316917674470e-02,3.152988159286103098e+00,1.133681407021995824e-01,6.976700727393570389e+00,1.984536053070051764e-01,6.247598387345263404e-01,9.760142801020634806e-01,1.027491880612785735e+00,8.373229918986311304e-01,6.835132915758617145e+00,5.463572232372655435e-01,3.417464847090840863e-01,2.416316296300671240e-01
5.223010083317802810e-01,3.234103231028484515e-02,6.608824954737499979e-01,3.488183666126431604e+00,7.293757105807877394e+00,5.581270256597363755e-01,2.562074581779683058e-02,3.440666813014985337e-01,5.497882568836530481e+00,4.221432839519536628e-01,3.734930097944015870e-01,6.006647507217749649e+00,1.517380656664215621e-01,6.228883834758036642e-02,1.937912786836868406e-01
1.680041587178209284e-01,5.103486261202185403e+00,1.173663584394475379e+00,3.718402754598770343e+00,6.989520693983969579e+00,3.980782178500419377e-01,2.206427797580730044e-01,7.899200444009579769e-02,5.819244373247300928e-02,9.018359587352620110e-02,1.022442770694880210e-01,7.803689703489418150e-01,3.377856239808352257e-02,1.817730426198984617e-01,4.823059852782307644e-03
2.743801362834616953e-01,4.528432356109135526e-02,9.013421182449121716e-01,3.593617538367723796e+00,6.955815934981757209e-02,6.552359275295671637e-01,1.168799386131773588e-01,2.119941796162549963e-01,4.239103411156577295e-01,3.782403154446427607e-01,3.216227424030506654e-01,1.107091474369582329e+00,1.520860199545097657e-01,5.555590024744816446e-03,5.353396309626390348e-03
5.892362142899330024e-01,5.030410918436921008e+00,7.795141704967321061e-01,3.332017435771923886e+00,1.809232418060346959e-01,6.460319307765374219e-01,6.499897458931869210e-02,6.269559910965256222e+00,1.760193860965149781e+01,1.540267501687669949e+01,3.517427734997085054e-01,6.988863467513418470e+00,1.591890868010352733e-01,6.358086758993053422e-02,6.191594747386730546e-02
6.274110755729509492e-01,1.068488725880396117e+00,1.779436323854895363e+00,5.655387872055960941e+00,5.450544508236419006e-01,9.016311459958856744e-01,4.421467318985147443e+00,1.019044137473983369e+00,1.718646946883566784e+00,1.675037642990417908e+00,8.603448820997101620e-01,1.360711318457823893e+00,8.181035230234527944e-01,4.356283559553016715e+00,1.072997399267627827e-01
